Location,Name,Date,ID,Prize
,Newmen 5Eplay ESports Masters,2014-04-25,1352,
"Prague, Czech Republic",PLAYzone League II LAN Finals,2016-10-15,2520,$890
Online,STARRYGAME CIS,2017-01-08,2609,$800
,Ascendancy Cup #1,2015-10-24,1987,
Online,Global Offensive Champions League Season 2,2015-09-16,1942,"$50,000"
Online (Singapore),ROG MASTERS 2017 Singapore Open Qualifier,2017-09-02,3131,
"Cologne, Germany",ESL One Cologne 2015 European Qualifier,2015-07-25,1808,
Online (North America),DreamHack Open Winter 2017 North America Closed Qualifier,2017-11-12,3274,
,SLTV ProSeries IX,2014-04-28,1355,
Online,Betway Invitational,2016-07-30,2335,"$3,000"
,Balkan Championship Season 1,2015-02-02,1646,
Australia,CyberGamer Premier League 3 Finals,2015-04-10,1712,
Online,Uprise Champions Cup Season 4,2016-03-14,2176,"$40,000"
,D!ngIT &amp; NCSC Korea S1 Qualifier,2015-11-20,2022,
,ESL Pro Series France XI Finals,2013-12-09,1274,
Online (EU),DaddySkins Cup 2,2017-10-16,3284,"$3,000"
,QuickShot Arena #19,2015-12-16,2083,
,RaidCall EMS One Spring 2013 Group Stage,2013-03-19,1087,
Online,ECS Season 3 EU Development League,2017-02-28,2702,
Champagne-au-Mont-d&apos;Or,Epsilan 14,2017-03-05,2707,"$4,250"
Online,DreamHack Masters Malmö 2016 Europe Closed Qualifier #1,2016-03-13,2173,
,ESL One Cologne 2015 EU pre-qualifier #2,2015-06-29,1830,
"Seoul, South Korea",PGL KeSPA Regional Minor Championship Asia,2016-05-05,2211,"$50,000"
,ELEAGUE Season 2 Europe Closed Qualifier,2016-09-07,2402,
"Philadelphia, Pennsylvania, USA","WinOut $20,000 CS:GO Championships Powered by Azubu.tv",2015-09-04,1840,"$20,000"
,Fragbite Masters Qualifier #4,2013-11-15,1264,
,CS Select #15,2015-05-24,1773,
,Svecup Norrköping,2013-04-02,1097,
Espírito Santo,Challenge of the Gods 2017,2017-11-24,3378,"$6,600"
Online,FACEIT League 2015 Stage 3 NA Closed Qualifier,2015-09-15,1935,
,D!ngIT $2000 Weekly Cup #25,2015-11-09,2007,
Online,Global Offensive Champions League Season 6,2017-05-25,2883,"$5,000"
,Razer Rising Stars NA League Qualifiers,0,2189,
,EMS One Katowice Polish Qualifier Cup #2,2014-01-22,1293,
,Svecup Grand Finals 2013,2013-12-14,1277,
,Hitbox Arena Championship,2014-05-13,1362,
Online,Yoggi Yalla Cup 2017 - Qualifier 1,2017-03-27,2756,"$1,395"
Online,ESL Major League Spring 2017,2017-04-18,2779,"$4,000"
"Bucharest, Romania",PGL National Division Season 2 Finals,2016-09-03,2416,"$6,000"
Moscow,F5 BIG LAN CUP,2017-02-05,2677,"$1,900"
,SLTV StarSeries VI Finals,2013-07-04,1163,
,SL i-League S3 China Wild Card Qualifier,0,2652,
,QuickShot Arena #7,2015-09-16,1941,
Online (EU &amp; CIS),Stream.me Gauntlet: CIS vs EU #7,2017-06-20,2930,"$1,500"
,ESL One Cologne 2014 Open pre-qualifier,2014-07-22,1430,
,ESEA Invite Season 13 North America,2012-12-17,1037,
,RaidCall EMS One Summer 2013 Group Stage,2013-06-10,1148,
,ESL Pro League Winter 2014/15 European Qualifier,2014-11-20,1554,
,Inferno Online Pantamera Qualifier,2015-02-02,1648,
"New York, New York, USA",ESL One New York 2017,2017-09-15,2636,"$250,000"
Online (Oceania),DreamHack Masters Malmö 2017 Oceania Open Qualifier,2017-06-11,2904,
,ESEA Open Season 23 South Africa,2016-11-17,2583,"$1,495"
"(Online), Asia-Pacific",WCA 2017 Asia-Pacific Open Qualifier,2017-07-14,2933,
"Bangkok, Thailand",FPSThailand x SteelSeries Pro League Season 2,2017-07-07,2975,"$6,500"
,Liga PRO GamersClub - AUG/16,2016-08-27,2387,$773
,99Damage Arena #15,2015-11-23,2031,
,SLTV StarSeries VII Qualifier,2013-08-11,1173,
,EMS One Katowice CIS Qualifier Cup #3,2014-02-01,1302,
,World Championships 2015 North American Qualifier,2015-08-05,1874,
"St. Petersburg, Russia",StarLadder Regional Minor Championship CIS - ELEAGUE Major 2017,2016-11-11,2535,"$50,000"
,SLTV ProSeries XIV,2015-11-06,2002,
"Paris, France",ESL National Championship France Winter 2016,2016-12-11,2618,"$10,535"
,DreamHack Winter 2014 EU pre-qualifier #2,2014-10-19,1520,
,EIZO QPAD eSport FEVER #1,2013-03-09,1081,
,CS:GO Legends Series NA #1,2014-11-10,1533,
,ESWC 2015 France,2015-06-29,1828,
Online,FACEIT League 2015 Stage 3 EU Closed Qualifier,2015-09-01,1913,
Online (NA),ESL Pro League Season 6 North America,2017-08-22,2867,"$125,000"
Online,DreamHack Open Austin 2017 North America Closed Qualifier,2017-03-26,2738,
Online,ESL One Cologne 2017 - China Open Qualifier,2017-05-23,2861,
,CCS Kick-off Season Closed Qualifier #1,2015-03-02,1679,
,European Legends Showmatch 2014,2014-12-15,1584,
"Dubai, United Arab Emirates",WESG 2016 Africa &amp; Middle East Regional Finals,2016-08-26,2356,"$75,000"
Online,Acer Predator Masters powered by Intel Season 2,2015-10-05,1959,
Online,WESG 2016 Norway,2016-09-18,2440,
,Rising Tornado #3,2015-07-15,1845,
,QuickShot Arena #21,2016-09-07,2422,"$1,500"
Online (Australia),ROG MASTERS 2017 Australian Open Qualifier,2017-09-02,3154,
,ESEA Open Season 23 Brazil,2016-11-17,2584,"$2,000"
"Moscow, Russia",Adrenaline Cyber League Finals,2016-09-30,2345,"$100,000"
"Bangkok, Thailand",ROG MASTERS 2017 Thailand Qualifier,2017-08-27,3126,"$2,250"
Online,ESL South East Europe Championship Season 5 Bulgaria Wild Card,2017-06-11,2911,
Australia,ESL Australia &amp; NZ Championship Season 3 Closed Qualifier,2017-02-17,2676,
,Game Ninja 2015,2015-03-07,1685,
"Burbank, California, USA",ESEA Premier Season 21 North America Finals,2016-05-15,2214,"$20,000"
,WESG 2016 Iberia,2016-09-16,2438,
,epic.THIRTEEN,2014-07-18,1426,
,99Damage Arena #1,2014-11-24,1561,
,D!ngIT $2000 Weekly Cup #24,2015-11-02,1998,
Chengde,China Cup 2017,2017-03-17,2160,"$99,000"
Online,Legend Series #2,2017-05-30,2888,
,New Year Invitational,2015-01-02,1599,
,D!ngIT $2000 Weekly Cup #9,2015-07-20,1847,
,GO4Balkan Charity Tournament,2014-05-24,1368,
Online (Thailand),GEXT Thailand 2017,2017-08-12,3080,"$1,020"
"São Paulo, Brazil",MAX5 Invitational,2016-01-06,2009,
,CS:GO Legends Series #4,2014-10-20,1487,
Online (EU &amp; CIS),Legend Series #3,2017-08-03,3035,"$3,555"
Online (North America),DreamHack Open Winter 2017 North America Open Qualifier,2017-11-11,3273,
Online,King of Nordic Season 3,2016-02-19,2137,
"Kiev, Ukraine",SLTV StarSeries XIII Finals,2015-06-19,1607,"$50,000"
Online (CIS),EPICENTER 2017 CIS Closed Qualifier,2017-09-14,3151,
Online (South America),WCA 2017 South America Finals,2017-10-07,2935,"$18,450"
Online (Europe),ECS Season 4 Europe,2017-10-06,3059,
Jönköping,DreamHack Nordic Championship 2016,2016-11-24,2561,"$8,457"
"Moscow, Russia",Uprise Champions Cup Season 3 Finals,2015-09-28,1921,"$10,000"
Online (EU),DreamHack Open Denver 2017 Europe Open Qualifier,2017-09-23,3197,
,GeForce GTX AllStar Tournament,2015-01-24,1638,
"Copenhagen, Denmark",Danish Championship 2017,2017-04-12,2800,"$21,400"
"Helsinki, Finland",ASUS ROG GameXpo 2016,2016-11-04,2548,"$10,000"
Online,DreamHack Regional Minor Championship Europe Open Qualifier #2,2016-04-30,2234,
,Belgrade Gaming Festival 2013,2013-11-10,1258,
,ESEA Invite Season 16 Europe,2014-03-19,1334,
,ESWC 2012 France Pre-Qual. #1,2012-09-18,970,
,FACEIT League 2015 Stage 2,2015-05-31,1789,
"Jönköping, Sweden",DreamHack Open Summer 2017,2017-06-17,2569,"$100,000"
,WCA 2017 China Qualifier #1,2017-04-10,2766,
,ESL UK Premiership Spring 2016 Finals,0,2302,
,ESWC 2015 Russia,2015-06-07,1801,
Online,SLTV ProSeries XVII,2017-04-14,2803,"$2,000"
,MEO XLPARTY Exponor,2013-04-28,1114,
,CS:GO AOC UK Challenge Winter #6 2014/15,2014-12-23,1597,
,World Championships 2016 Asian Qualifier,2016-06-22,2291,
,European Championship 2014 LAN Finals,2014-12-14,1579,
,CS Select #6,2015-04-05,1711,
"Tours, France",DreamHack Open Tours 2015,2015-05-09,1613,"$40,000"
,ESL Pro League Season 4 Europe Relegation,2017-01-18,2643,
Columbus,MLG Columbus 2016 All-Star Match,2016-04-03,2201,
"London, England",Gfinity Elite Series Season 1,2017-07-08,2979,"$110,000"
"Split, Croatia",Counter Pit League Season 2 Finals,2016-03-17,2034,"$80,000"
"Manila Bay, Philippines",ROG MASTERS 2017 Asia-Pacific Main Qualifier,2017-10-26,3178,
,CyberGamer Intermediate Season 10 Finals,2017-04-09,2775,"$1,970"
,RaidCall EMS One Fall 2013 Cup #3,2013-09-17,1200,
,ESL One Cologne 2017 - North America Closed Qualifier,2017-05-20,2795,
Online,The Adria Masters Season 1,2017-04-27,2833,
Kettering,epic20,2017-02-19,2695,"$2,948"
Online (Denmark),WESG 2017 Denmark,2017-10-20,3263,
"Adelaide, Australia",AOC CyberGamer Premier League Spring 2017 Finals,2017-11-03,2895,"$12,350"
"Krefeld, Germany",Acer Predator Masters powered by Intel Season 1 Finals,2015-07-30,1757,"$40,000"
Online,WESG 2016 Germany,2016-09-28,2463,
Online,CSHUB Series Season 1,2015-09-29,1952,"$2,800"
Online (EU &amp; CIS),Stream.me Gauntlet: CIS vs EU #3,2017-04-05,2767,"$1,500"
"Johor Bahru, Malaysia",PGL Regional Minor Championship Asia - ELEAGUE Major 2017,2016-10-28,2497,"$50,000"
Online (Peru),ROG MASTERS 2017 Peru Open Qualifier,2017-07-10,2984,
Online,DreamHack Open Austin 2017 Europe Open Qualifier,2017-03-25,2735,
,ESWC 2012 Nordic Qualifier,2012-10-03,981,
,ESPORTSM 2013/2014 - Qualifier #8 Gothenburg,2014-05-31,1378,
"Pretoria, South Africa",Evetech Champions League 2016,2016-09-02,2408,"$10,400"
Online,Razer Rising Stars European League Season 1,2016-05-17,2254,"$28,000"
Online,ROG MASTERS 2017 UK Open Qualifier,2017-07-01,2974,
,MLG X Games Championship Qualifier #2 NA,2014-12-21,1595,
Online,CEVO Gfinity Professional Season 9 Placement NA,2016-02-11,2141,
,ESEA MDL Season 24 Europe,2017-02-05,2672,"$2,500"
Online (EU &amp; CIS),Mother Russia 2,2017-11-07,3333,"$10,000"
,D!ngIT $2000 Weekly Cup #6,2015-06-25,1825,
APAC (Online),ESEA Open Season 26 Asia-Pacific,2017-11-30,3319,"$2,000"
Online (Europe),Stream.me Gauntlet: CIS vs EU #16,2017-11-29,3390,"$1,500"
Online (Europe),Nations Elite Esports Cup Iberian Qualifier,2017-11-29,3371,
Europe (Online),ESL Major League Winter 2017,2017-11-30,3380,"$2,387"
South Africa (Online),ESEA Open Season 26 South Africa,2017-11-29,3317,"$2,000"
Online (Europe),Nations Elite Esports Cup Nordic Qualifier,2017-11-30,3370,
Chengde,CS:GO Super League 2017 Finals,2017-12-02,3394,"$30,274"
"Penafiel, Portugal",Superliga Finals 2017,2017-12-01,3397,"$5,355"
"Jönköping, Sweden",DreamHack Open Winter 2017,2017-12-01,2574,"$100,000"
North America (Online),CyberPowerPC Extreme Gaming Series Winter 2017,2017-12-01,3391,"$25,000"
"Madrid, Spain",ESL Masters Spain Winter 2017 Finals,2017-12-02,3395,"$19,630"
Online (Germany),99Damage League Season 7,2017-12-02,3396,"$11,900"
Online (West Asia),WESG 2017 West Asia,2017-12-02,3398,
"Jönköping, Sweden",Nordic Championship Season 2 Finals,2017-12-01,3275,"$20,322"
"Kuala Lumpur, Malaysia",WESG 2017 Malaysia LAN,2017-12-01,3351,"$4,155 + 1 spot at APAC Regional"
Jönköping,DreamHack Open Winter 2017 BYOC,2017-12-03,3399,"$6,000"
Online (Europe),Nations Elite Esports Cup Balkan Qualifier,2017-12-03,3372,
"Warsaw, Poland",Polish Esport League Season 2,2017-12-03,3379,"$36,000"
Online (Europe),DaddySkins Western League,2017-12-04,3356,"$10,000"
Asia (Online),WESG 2017 East Asia,2017-12-04,3401,
Online (Central Asia),WESG 2017 Central Asia,2017-12-04,3402,
Online (CIS),MakeMy.Bet Cup #1,2017-12-04,3400,"$2,000"
"Odense, Denmark",ESL Pro League Season 6 Finals,2017-12-05,3072,"$750,000"
Online (Brazil),ESEA Open Season 26 Brazil,2017-12-04,3318,"$7,500"
"Kuala Lumpur, Malaysia",ROG MASTERS 2017 Grand Finals,2017-12-06,3283,"$235,000"
Online (Asia),WESG 2017 South Asia &amp; SouthEast Asia ,2017-12-06,3407,
Online,Liga TyC Sports Aorus #2,2017-12-06,3409,"$1,600"
Online (North America),ESEA Main Season 26 North America,2017-12-06,3315,"$9,000"
"Adelaide, Australia",Australian Esports Masters Season 3 Finals,2017-12-07,3217,"$6,700"
Online (Australia),WESG 2017 Australia,2017-12-07,3408,
Online (New Zealand),WESG 2017 New Zealand &amp; Pacific Islands,2017-12-07,3406,
,WESG 2017 Indonesia LAN,2017-12-09,3413,
"Vilnius, Lithuania",Kings of the Baltics Finals,2017-12-09,3410,"$8,233"
Online,Legion Challenge 2017,2017-12-08,3411,"$7,200"
"Viljandi, Estonia",interLAN 2017,2017-12-10,3414,"$2,940"
Online,ESL Italia Championship 2017,2017-12-10,3415,"$2,940"
Online (Singapore),WESG 2017 Singapore,2017-12-09,3416,
Online (Philippines),WESG 2017 Philippines,2017-12-09,3417,
